search_id,click_datetime,click_cause,click_rank,document_source,document_title,document_author,document_id
ab5adb4b-248b-4404-b487-93e6a850b693,2017-05-03 18:59:42.618,documentOpen,2,ohclouden,Fields - Page,author_289,3qIjFQdLvkQbDD2h
47057294-9aaf-457b-a351-8dfe6d35e533,2017-05-03 19:03:42.232,documentOpen,3,Web Scraper - AnswersCloud,c.coveo is undefined,author_371,lhN2f3oRE6ZDyzEb
47057294-9aaf-457b-a351-8dfe6d35e533,2017-05-03 19:04:09.356,documentOpen,4,Web Scraper - AnswersCloud,disjunctionExpression,author_523,J8zkggKy7hhLDQvF
867ff3b5-ece8-4aeb-9ed3-39637c65a7a9,2017-05-03 19:06:22.228,documentOpen,1,Confluence - Developers,REST Search API Home,author_395,LKwTdbdTVlWlI40Y
8eb86121-3673-47be-be68-587ecbeca60a,2017-05-03 19:08:24.231,documentOpen,1,Confluence - Developers,Coveo for Sitecore Installation Guide,author_366,BAEWq91zDhziml9q
d6e5dba4-f168-4b8c-b35d-ae7c0eed3501,2017-05-03 19:09:50.743,documentOpen,1,Confluence - Developers,ExpressionBuilder,author_56,eYus1xU0ZyjpL2XH
d6e5dba4-f168-4b8c-b35d-ae7c0eed3501,2017-05-03 19:10:57.714,documentOpen,7,Web - JsSearchRef,QueryBuilder | Coveo JavaScript Search Framework - Reference Documentation,,211o0ojJBgMIwP0v
d6e5dba4-f168-4b8c-b35d-ae7c0eed3501,2017-05-03 19:11:15.15,documentOpen,3,Web Scraper - AnswersCloud,"Can I create an ""OR"" clause with the ExpressionBuilder object?",author_179,JxWFx8d3g9i+7plH
7f6b1edf-3d13-4c98-846a-adda74c2140e,2017-05-03 19:16:57.196,documentOpen,6,ohces70en,Configuring an Atlassian JIRA V2 Security Provider,author_289,H8uD63U3rzfAXWBK
5a26e4dd-2dbc-4637-9121-57c817e25a49,2017-05-03 19:18:13.375,documentOpen,2,ohclouden,Coding Query Pipeline Language Rules,author_289,Yvodr1DSphK31BxT
3c3756fa-dfed-49d8-ac53-146e1c0ad31f,2017-05-03 19:19:28.521,documentOpen,5,Confluence - Developers,Extension API Reference,author_395,/CY6YdWu3D0QwPKE
3c3756fa-dfed-49d8-ac53-146e1c0ad31f,2017-05-03 19:19:45.433,documentOpen,2,Confluence - Developers,Modifying Date,author_72,ST6hqKGJ1Z3olM61
3c3756fa-dfed-49d8-ac53-146e1c0ad31f,2017-05-03 19:23:07.178,documentOpen,2,Confluence - Developers,Modifying Date,author_72,ST6hqKGJ1Z3olM61
8bab18b9-d511-4e13-b103-9127638c3738,2017-05-03 19:24:41.80,documentQuickview,5,ohclouden,Managing Data Exports,author_289,QnA70lhdh+OVHB5C
ac4802a7-bf7e-4bc7-978f-7b1645df0f37,2017-05-03 19:24:43.374,documentOpen,5,ohces70en,Exporting Query/Index History in Excel Format,author_289,sX7SYbzL3l1ZSEPh
8bab18b9-d511-4e13-b103-9127638c3738,2017-05-03 19:26:23.108,documentQuickview,6,ohclouden,Settings - Page,author_289,SVoer7Yfaadac4+f
8bab18b9-d511-4e13-b103-9127638c3738,2017-05-03 19:26:51.256,documentOpen,6,ohclouden,Settings - Page,author_289,SVoer7Yfaadac4+f
f6842598-84ea-4145-b7b3-ef826b532451,2017-05-03 19:28:36.566,documentOpen,1,ohclouden,Add/Edit Confluence On-Premises Source - Panel,author_289,DbIfmKzgBwoeguL+
62ab863d-528c-49b6-afd4-c01a400d745e,2017-05-03 19:29:20.787,documentOpen,3,ohclouden,Coveo Machine Learning Models,author_289,IlcdaTPKW37uXVoq
62ab863d-528c-49b6-afd4-c01a400d745e,2017-05-03 19:29:25.337,documentOpen,1,ohclouden,Customizing the Localization of a Search Interface in Salesforce With the Legacy Interface Editor,author_289,YwbG8bgwd1u6gani
cfb14a9c-b13b-4da2-aa93-6e7dd84d5f4e,2017-05-03 19:32:48.48,documentOpen,6,ohces70en,What Information Is Displayed in the Query History?,author_289,HXTSZLYWOzLCa6pk
ed5170fa-97d2-4d3b-bb4a-2757abfd6c87,2017-05-03 19:33:24.40,documentOpen,1,ohclouden,Coveo Machine Learning,author_289,fLdUlpFJ4IoXBHKn
62610fa5-a676-4ce3-8281-65745829f0a1,2017-05-03 19:41:35.155,documentOpen,3,apices70,FilterDuplicates Property (SearchBuilder),,8qfj7ODVnHSZOcQX
6b450cf2-42f5-4318-a1e3-c074c7ad1d7d,2017-05-03 19:51:43.286,documentOpen,1,ohclouden,Finding Relevant Information With the Expanded Search,author_289,INq5d1iLIXfildNW
40809083-8a07-4c02-8bb0-26df5332a523,2017-05-03 19:53:19.103,documentOpen,1,Confluence - Developers,Result Folding,author_56,A4mnQOFa4iYfXoYl
28967c19-2c98-42c9-b43a-3d7185fc7794,2017-05-03 19:54:30.467,documentOpen,1,Confluence - Developers,Folding Results with Coveo for Salesforce,author_389,lNoivjXqYbzPN7cV
3879664b-c311-478c-bc95-ec7c342dfb36,2017-05-03 19:57:14.855,documentOpen,1,Web - JsSearchRef,Folding | Coveo JavaScript Search Framework - Reference Documentation,,paaG1cGJn6M658oJ
3879664b-c311-478c-bc95-ec7c342dfb36,2017-05-03 19:57:15.892,documentOpen,2,Web - JsSearchRef,FoldingForThread | Coveo JavaScript Search Framework - Reference Documentation,,FOk8BVjGCDfrBMsI
3879664b-c311-478c-bc95-ec7c342dfb36,2017-05-03 19:57:17.29,documentOpen,3,Web - JsSearchRef,ResultFolding | Coveo JavaScript Search Framework - Reference Documentation,,OURZWiMCGs8RV63a
6aeeed8e-2185-4384-896e-65a55ea2ed18,2017-05-03 20:02:38.964,documentOpen,1,Confluence - Developers,Expression Basics,author_395,ioQwpzPUzm2JiZ9d
c8da712f-1819-4bcb-8efc-fa454d11d394,2017-05-03 20:04:11.451,documentOpen,2,Web - JsSearchRef,QueryBuilder | Coveo JavaScript Search Framework - Reference Documentation,,211o0ojJBgMIwP0v
a81ea03a-5c47-4673-8d84-da632f7f8105,2017-05-03 20:10:22.361,documentOpen,1,Confluence - Developers,Integrating the Coveo Components in a Custom Lightning Component,author_389,6cxyJCfjeNY823iN
a81ea03a-5c47-4673-8d84-da632f7f8105,2017-05-03 20:10:32.545,documentOpen,2,Confluence - Developers,Integrating Coveo Lightning Components,author_389,JUHjnpetJZazKQLh
41903d9a-69f1-4a47-b719-0514c6be08da,2017-05-03 20:12:57.477,documentQuickview,1,Web Scraper - AnswersCloud,Scaling in Coveo,author_350,nn4MttDzAMuyiBuh
98407898-4e85-4440-a2ec-3d05d3977b71,2017-05-03 20:15:06.887,documentQuickview,1,Web Scraper - AnswersCloud,Active Directory connector with coveo for sitecore,author_261,00HOpzuWyjhRSSp/
98407898-4e85-4440-a2ec-3d05d3977b71,2017-05-03 20:16:43.132,documentQuickview,3,Web Scraper - AnswersCloud,Issues with On-Premise Push API,author_379,cVmVsIZDKFEDLC7A
ca2eef04-bfec-47b8-b5fb-1b1bd959a05d,2017-05-03 20:25:43.013,documentOpen,1,ohclouden,Adding a Salesforce Source,author_289,CwBqUHLAdEkOJgNJ
7d1b6af1-3ca1-4df0-98c7-57e16b264734,2017-05-03 20:31:55.799,documentOpen,1,ohces70en,Using Special Characters in Queries,author_289,argByJZ5Tc8bU51y
ac2832fb-ca2a-415e-bba3-11b2656de54c,2017-05-03 20:33:33.263,documentOpen,1,Confluence - Developers,Result Templates,author_244,m4J0Xr8TG9VfmTt7
3d2e9cc9-9ffa-4a7e-8a3c-9364411cf97a,2017-05-03 20:38:07.907,documentOpen,1,Web - JsSearchRef,Tab | Coveo JavaScript Search Framework - Reference Documentation,,BBFnBmdGXLFbsL8n
d4ec0e2e-4811-4ccd-95d9-3bf8cf09a683,2017-05-03 20:41:53.242,documentOpen,1,ohclouden,Status,author_289,5oiRPmPplo2Mr3ox
b264173c-17dc-4e8a-83f2-7a0ec95aa5c1,2017-05-03 20:54:25.309,documentOpen,1,ohclouden,Available Coveo Cloud V2 Source Types,author_289,MrfqAErsMZGNnjpA
b264173c-17dc-4e8a-83f2-7a0ec95aa5c1,2017-05-03 20:54:28.527,documentOpen,5,ohclouden,Coveo Cloud V2 Indexing Pipeline,author_289,kUSkPuwcbz9n3xj2
b264173c-17dc-4e8a-83f2-7a0ec95aa5c1,2017-05-03 20:55:50.01,documentOpen,7,ohclouden,Creating a Coveo Hybrid Cloud V1 Organization,author_289,YWybs5yWUmHCLcTC
b264173c-17dc-4e8a-83f2-7a0ec95aa5c1,2017-05-03 21:04:19.148,documentOpen,1,ohclouden,Available Coveo Cloud V2 Source Types,author_289,MrfqAErsMZGNnjpA
1801fab3-ab9b-466d-95d2-73d95721fe96,2017-05-03 21:06:21.401,documentOpen,1,Web Scraper - AnswersCloud,Using EnableRankingInformation,author_69,wUng/PXIXNCnnVrZ
8026e2a9-8332-46cd-9efd-b2b6d0a2658f,2017-05-03 21:07:35.737,documentOpen,1,ohces70en,Search Prefixes and Operators,author_289,+jip/qs7TW5HD0TV
8026e2a9-8332-46cd-9efd-b2b6d0a2658f,2017-05-03 21:07:36.463,documentOpen,2,ohces70en,Available System Fields,author_289,eCJpluc5NFwCjuoN
fbc2b22c-de95-4622-8069-57f3043eabe4,2017-05-03 21:09:13.324,documentOpen,1,ohclouden,Coveo Cloud V2,author_289,CUz1MFtF4pVc1ign
e1520162-a423-48f4-a73e-ba7d41960407,2017-05-03 21:10:06.451,documentOpen,1,ohclouden,Available Coveo Cloud V2 Source Types,author_289,MrfqAErsMZGNnjpA
80dbca8f-7ef1-44b3-a129-6f78dd6724e6,2017-05-03 21:21:47.604,documentOpen,1,Confluence - Developers,Adding a Recommendation Component to a Search Page or Any Website Page,author_244,X98AKxSgL90vko9U
3cb4c7c7-bfc2-4542-9b39-3c35752b483b,2017-05-03 21:22:56.942,documentOpen,1,ohclouden,How Does Coveo Secure Your Data and Services?,author_289,plnXcEn7DFtT4qGb
392100b1-cb1a-4f27-8667-40da9f57b68c,2017-05-03 21:23:27.417,documentOpen,1,Web Scraper - AnswersCloud,Coveo Cloud SLA,author_266,6PpoAJ1Qzctn2HhV
66219fcd-377d-4f2a-9fdf-3a3b98e7f1d7,2017-05-03 21:28:19.786,documentOpen,3,Web - JsSearchRef,Querybox | Coveo JavaScript Search Framework - Reference Documentation,,gLejWi3TyYAeVam3
122a9682-7b69-42b2-9596-8daef00cc609,2017-05-03 22:40:17.228,documentOpen,2,Confluence - Developers,Step 4 - Modifying the Query,author_244,ptbzESKOrhCm7XeG
647e20ae-85d1-4108-b3d3-05b89b7a6d23,2017-05-03 22:44:53.648,documentOpen,2,Confluence - Developers,Using Boosting or Filtering Rules on the Search Component Programmatically,author_389,ULdTVukwNxpS9iu0
647e20ae-85d1-4108-b3d3-05b89b7a6d23,2017-05-03 22:45:55.594,documentOpen,5,Confluence - Developers,QueryBuilder,author_263,lKTzaWkNWU3mB6E4
de5d76bc-4bcb-4e92-8164-c9ce4a0d3b5a,2017-05-03 22:51:33.319,documentOpen,2,Web Scraper - AnswersCloud,Top Results - is there a query/format that works with Sitecore to accept any version in the web database?,author_498,3YBi1dJ3vFTboWL6
de5d76bc-4bcb-4e92-8164-c9ce4a0d3b5a,2017-05-03 22:52:23.702,documentOpen,5,Web Scraper - AnswersCloud,Top Results Folders,author_17,a/hpgdokNX4oieNB
8f38982e-a304-41f7-9739-73f21f61ae7e,2017-05-03 23:12:04.965,documentOpen,5,ohclouden,Fine-Tuning Ranking Weights (Legacy),author_289,IUepAKl3qir53LZv
8f38982e-a304-41f7-9739-73f21f61ae7e,2017-05-03 23:12:14.538,documentOpen,6,ohclouden,Search Prefixes and Operators,author_289,zDQJFcjeVRdQCPmA
547b2cd0-7a57-4b42-89ac-f0ae7de8a77f,2017-05-03 23:54:35.242,documentOpen,6,ohces70en,Configuring and Indexing a Sitecore Source,author_289,NipJ11aAzTjsrucf
b3daaf93-de53-4a15-8167-85074aa5f9b6,2017-05-04 00:41:00.71,documentOpen,1,Confluence - Developers,Adding a Standalone Search Box,author_56,HW75ZMCxyvMGTiX0
120817fb-28e1-4331-a84c-e114711c001b,2017-05-04 01:27:44.523,documentOpen,1,Confluence - Developers,Getting Started with Coveo Machine Learning,author_366,cb619D2wn3ygqjJq
3b690b8b-ca00-481e-a33a-a74c98be93e5,2017-05-04 02:25:35.154,documentOpen,1,ohclouden,Using Wildcards in Queries,author_289,sYXlCNpwLEiS9Yge
33a13f1d-36bd-4e67-9a0e-ba0a6606e46e,2017-05-04 07:32:59.516,documentOpen,4,Confluence - Developers,Internet Explorer 9 : Oops! Something went wrong in Coveo Search Page,author_389,4BnxwdI9ZcF34f82
33a13f1d-36bd-4e67-9a0e-ba0a6606e46e,2017-05-04 07:39:28.419,documentOpen,9,Confluence - Developers,Internal Server Error When Querying the REST Service,author_389,NSJ+qxKtI465Rzbm
29bc25c9-a0b3-4f15-b84b-533a62664342,2017-05-04 07:40:29.634,documentQuickview,5,Web Scraper - AnswersCloud,How can I debug permission problems on an index?,author_510,icTMqyd92XY0RcfZ
65d652ba-af14-496c-84de-f745113957e3,2017-05-04 07:45:51.486,documentOpen,2,Confluence - Developers,Invoking the REST Search API,author_106,4KipAh0ane3LxIaZ
147ec4aa-0f2f-490f-86f6-993106522403,2017-05-04 07:46:18.341,documentOpen,2,Confluence - Developers,Understanding the Search API's configuration file (config.yml) - On-Premises,author_389,lKwYmRPbkQsG6k5X
5190f203-ebf8-46d4-b498-e4c4d69892d9,2017-05-04 07:46:47.104,documentOpen,3,Web Scraper - AnswersCloud,Assistance with Customizing and Starting the Coveo Search API - Config.yml file,author_359,MGry1J3bW98zihqT
e3d37a35-d13c-4228-9fc8-e35216bf7dca,2017-05-04 09:49:12.929,documentOpen,3,Confluence - Developers,Coveo Search Page Fails to Load After Upgrade,author_389,ezGlzWi0iscUSV3O
c7fb074c-38ef-4c39-8024-0808416bc6a6,2017-05-04 10:09:19.397,documentQuickview,2,Confluence - Developers,How to Add Items of the Media Library to the Search Results With the Experience Editor,author_308,5R8qB5Xd3LDUuPxT
4e72b8b0-55b2-4f1a-88c6-bd74a1e9eadb,2017-05-04 10:14:20.642,documentOpen,2,ohclouden,Upgrading the Coveo for Salesforce V2 Application,author_289,wwoCaT4TEeF2N0hH
c7fb074c-38ef-4c39-8024-0808416bc6a6,2017-05-04 10:14:45.528,documentQuickview,6,Web Scraper - AnswersCloud,Coveo indexing media library PDF content,author_267,I3VOiSWdjJYvzUIy
c7fb074c-38ef-4c39-8024-0808416bc6a6,2017-05-04 10:14:45.663,documentQuickview,6,Web Scraper - AnswersCloud,Coveo indexing media library PDF content,author_267,I3VOiSWdjJYvzUIy
c7fb074c-38ef-4c39-8024-0808416bc6a6,2017-05-04 10:43:30.939,documentQuickview,6,Web Scraper - AnswersCloud,Coveo indexing media library PDF content,author_267,I3VOiSWdjJYvzUIy
c7fb074c-38ef-4c39-8024-0808416bc6a6,2017-05-04 10:43:31.134,documentQuickview,6,Web Scraper - AnswersCloud,Coveo indexing media library PDF content,author_267,I3VOiSWdjJYvzUIy
cd4421a9-ae2e-4386-bd8d-c6177e38f226,2017-05-04 10:45:20.703,documentOpen,1,Confluence - Developers,Result Templates,author_244,m4J0Xr8TG9VfmTt7
cd4421a9-ae2e-4386-bd8d-c6177e38f226,2017-05-04 10:45:25.014,documentOpen,3,Confluence - Developers,Step 6 - Result Templates,author_244,kshixQqr5PNhqkTT
1cf3d0ba-ac05-41c1-be53-e5112f6ca0c0,2017-05-04 11:54:38.107,documentQuickview,1,Web - TechBlog,Using React JSX with TypeScript,author_90,/GRWccWxYzJkCr2j
1cf3d0ba-ac05-41c1-be53-e5112f6ca0c0,2017-05-04 11:55:16.418,documentQuickview,3,Confluence - Developers,How To Create Top Results per Collection With the JS UI Using REST API Pipelines,author_308,S4iSCjhg7dtYx41E
2f920bb5-78a7-4400-b321-20c2b43a8e18,2017-05-04 12:15:57.056,documentOpen,1,Confluence - Developers,Supported Versions and Dependencies,author_105,gYgNOz3B9SpM2wkO
2f920bb5-78a7-4400-b321-20c2b43a8e18,2017-05-04 12:16:05.264,documentOpen,5,Confluence - Developers,Supported Sitecore Versions,author_396,8HvU+tGSRDXu7t75
c4dc5b3b-d01f-470d-86b1-8fde2ae174fb,2017-05-04 12:23:16.31,documentOpen,1,Confluence - Developers,Preprocessing Queries and Postprocessing Results,author_531,+dcGbSqbdAYc2WQG
57944ba3-8175-4270-8a8c-5a3e854b3c27,2017-05-04 12:26:18.942,documentOpen,4,Confluence - Developers,Facet Component,author_56,cjJslvB3WelZriIS
57944ba3-8175-4270-8a8c-5a3e854b3c27,2017-05-04 12:26:25.91,documentOpen,1,Web - JsSearchRef,HierarchicalFacet | Coveo JavaScript Search Framework - Reference Documentation,,zPb5pAvT7DaQfBRx
47d5b2c7-b29b-4102-b53a-79d12bf493e1,2017-05-04 12:44:18.685,documentOpen,1,Confluence - Developers,Changing the Name of Sources Created in the Coveo Index,author_366,ToYhPOvdPXFXSmeJ
b1360978-9263-4695-be69-5c16dbddc7a7,2017-05-04 12:46:03.873,documentQuickview,1,Confluence - Developers,Interacting with the Framework and Its Components,author_244,BP5cNg7dEWmwG1IL
b1360978-9263-4695-be69-5c16dbddc7a7,2017-05-04 12:46:38.049,documentOpen,1,Confluence - Developers,Interacting with the Framework and Its Components,author_244,BP5cNg7dEWmwG1IL
e8dc5802-cf2b-4426-bc38-42f01ef78285,2017-05-04 13:03:12.909,documentOpen,1,Confluence - Developers,Interacting with the Framework and Its Components,author_244,BP5cNg7dEWmwG1IL
ffffd5b4-835a-44e1-8b61-40962eb8273e,2017-05-04 13:07:50.404,documentOpen,1,Confluence - Developers,REST Search API Home,author_395,LKwTdbdTVlWlI40Y
ffffd5b4-835a-44e1-8b61-40962eb8273e,2017-05-04 13:07:57.189,documentOpen,2,Confluence - Developers,Installing the Coveo REST Search API package,author_308,JcsGXRwVb3Q8jj84
f333a523-0486-43fc-851a-3d6f71f4693a,2017-05-04 13:08:50.451,documentOpen,1,Web Scraper - AnswersCloud,clickableuri is including server url?,author_227,Z/Q2zx25bJ/+9zAt
ffffd5b4-835a-44e1-8b61-40962eb8273e,2017-05-04 13:09:19.104,documentOpen,1,Confluence - Developers,REST Search API Home,author_395,LKwTdbdTVlWlI40Y
b881b14b-f89c-4c4f-86be-ec05037d79ad,2017-05-04 13:22:25.959,documentOpen,1,Confluence - Developers,QueryResult,author_56,mmtP1HJ9VyumH//S
af683e6e-e7c6-4213-a790-cdd0f6f745e4,2017-05-04 13:35:53.95,documentOpen,6,Web Scraper - AnswersCloud,Changing @syssource to point to 'Coveo_web_index' rather than 'Sitecore_master_index',author_242,AeqH2n5C3kMHugZD
af683e6e-e7c6-4213-a790-cdd0f6f745e4,2017-05-04 13:37:56.601,documentOpen,15,Web Scraper - AnswersCloud,Coveo Index configuration in Sitecore 8,author_98,Cirx+K716biVPRcQ
0accd7f3-40d2-4242-b875-a660ea7a6c5f,2017-05-04 13:39:05.416,documentOpen,1,Confluence - Developers,Query Parameters,author_395,7+w3Rf7NV0/vqijL
2c191b67-2e8c-4f19-8203-c4582e87514b,2017-05-04 13:49:46.628,documentOpen,4,Confluence - Developers,Thesaurus,author_56,7j+AH7PU2iUHW+LE
a377454f-5e89-4a67-9b40-8ffe1c7da9ef,2017-05-04 13:49:52.306,documentOpen,1,ohclouden,Coveo Cloud V2,author_289,CUz1MFtF4pVc1ign
c32b1c73-577f-40b0-a642-19d2b7a6b70d,2017-05-04 13:53:01.844,documentOpen,2,Web - JsSearchRef,SearchInterface | Coveo JavaScript Search Framework - Reference Documentation,,stz1PBJikh9KFvOJ
382b91a5-16c9-4487-a870-bba2b99809ec,2017-05-04 13:54:55.422,documentOpen,1,Confluence - Developers,What's Happening Behind the Scenes When You Use a Wildcard,author_9,5Wz9gJ0tiS2tEwJp
97c93b33-4429-49a1-bf1b-a405fdf45a9b,2017-05-04 13:55:30.316,documentOpen,1,Web Scraper - AnswersCloud,Coveo wildcard matching,author_434,UFOItM2WXAM8LfuK
97c93b33-4429-49a1-bf1b-a405fdf45a9b,2017-05-04 13:55:33.029,documentOpen,3,ohces65en,What Are Wildcards?,author_289,kOoMLBRV9mukNwHk
97c93b33-4429-49a1-bf1b-a405fdf45a9b,2017-05-04 13:55:34.904,documentOpen,4,ohces70en,What Are Wildcards?,author_289,27o7qqSeeOQuRLoK
ac062024-db3d-406f-a378-3c338c387b2c,2017-05-04 13:55:45.448,documentOpen,2,ohces70en,Using Wildcards in Queries,author_289,83FhsxL2DB+zX/hU
b992d3b1-9725-4503-9b56-01f7fe260abd,2017-05-04 14:17:27.685,documentOpen,3,ohces70en,Modifying the Log Settings,author_289,ZbYS7bMWBnT+THih
ef193fa0-b810-41f1-a3f6-9405ff33d2f6,2017-05-04 14:19:44.849,documentOpen,1,Web - JsSearchRef,ICoreHelpers | Coveo JavaScript Search Framework - Reference Documentation,,KGVe9CmqYXyoNsPt
5908116f-8b4d-4605-ae7d-2880beea4c31,2017-05-04 14:27:13.335,documentOpen,16,Confluence - Developers,Coveo Usage Analytics,author_105,b5pdwJW/5cvfOngB
1d3a7a5d-f613-4700-954f-af694b15caaf,2017-05-04 14:33:22.425,documentOpen,1,ohces70en,Adding the Retrieve People Data for Search Crawlers Permission to the User Profile Service Application,author_289,9m3zAqxirvhf/hE5
ed922d5b-b87e-49e6-b162-6dae3a7747d6,2017-05-04 14:37:34.534,documentOpen,1,Web - JsSearchRef,FacetRange | Coveo JavaScript Search Framework - Reference Documentation,,YNKzYWVGuny2pkAT
94d16695-9d9a-4147-84b1-830e47d537cb,2017-05-04 14:39:26.646,documentOpen,1,ohces70en,Enabling Incremental Refresh on a Database Source,author_289,CGt0ecvzdoNSYj2K
94d16695-9d9a-4147-84b1-830e47d537cb,2017-05-04 14:39:38.817,documentOpen,3,ohces70en,Coveo Platform Connectors,author_289,Qzl6qPuTEfg6KJE8
73279e8a-9aed-459b-ac37-77b2d4c9c0a3,2017-05-04 14:41:57.984,documentOpen,2,Confluence - Developers,Standard Query Extensions,author_56,H94tpRkO9JaivGmu
124b6094-f813-4b9f-957b-a67b2e186969,2017-05-04 14:45:18.456,documentOpen,9,Web Scraper - AnswersCloud,Creating Facet and No Match Found in Field,author_228,xAXhyM9zdMYdaHjf
4cd38ab2-7af5-4555-907a-0e35fb20f108,2017-05-04 14:46:06.858,documentOpen,1,Confluence - Developers,Events,author_56,U4S5Axy9GlHRSygK
11e5bc4e-59f6-46da-a9f9-43d7bfac4a83,2017-05-04 14:52:32.219,documentOpen,3,Confluence - Developers,Coveo LINQ Extensions,author_389,Xg03Dr5AdRI1ncBe
706bad1d-419f-4966-bd53-21b0a6b08410,2017-05-04 15:07:29.571,documentOpen,2,ohclouden,Available Coveo Cloud V1 Source Types,author_289,MTZvFUIy3oCdUzpt
597d7c0a-17a7-423d-ba91-2534d4c72a24,2017-05-04 15:11:07.137,documentOpen,1,ohclouden,Managing Query Pipeline Triggers,author_289,ZF7kqSZ5Irvx21nF
5f86a5d5-4b92-41b6-ba1f-df6d589ff67f,2017-05-04 15:15:42.786,documentOpen,1,ohclouden,Managing Usage Analytics Reports,author_289,+MC/N+28rNHSkjec
a72fbf74-3c1f-43e7-a460-0a4b07b7834f,2017-05-04 15:19:03.716,documentOpen,1,Web - TechBlog,Applying Site Search Best Practices using Sitecore Part 3,author_278,fVUBLq94wJCbluov
fe96c51e-a248-42e2-91f6-e9df022a8cb0,2017-05-04 15:47:14.204,documentOpen,1,Confluence - Developers,Avoiding Search Queries in Page Quick View,author_389,V+fB4K7q6upZnfPH
fe96c51e-a248-42e2-91f6-e9df022a8cb0,2017-05-04 15:47:49.287,documentOpen,2,Confluence - Developers,Retrieving Large Sets of Items Using LINQ,author_389,wWFVBdLBtduqTQIq
27fe5070-dd40-44a0-ac47-796b4d71d953,2017-05-04 16:17:23.496,documentOpen,1,Confluence - Developers,March 2017 Release - v2.39,author_389,2laltitgFqTgPY5O
363bcd78-1cef-4569-aae7-255db3e62b15,2017-05-04 16:29:47.891,documentOpen,1,ohclouden,Security - Tab,author_289,ZOZNkByMeDPG5pAz
363bcd78-1cef-4569-aae7-255db3e62b15,2017-05-04 16:30:12.832,documentOpen,5,ohclouden,Privileges,author_289,6F7B1RI867Z4o+iu
aaf3c251-7e49-4fc6-b037-5c1b9dd483f9,2017-05-04 16:43:14.292,documentOpen,1,ohclouden,Searching with Coveo Cloud,author_289,KDVmyHLD+kQlfTM+
d16eeaf8-4112-4e6f-87f6-eb704dbd6be9,2017-05-04 16:44:01.873,documentOpen,3,Web Scraper - AnswersCloud,Crawling a Webpage but only want a small subsection of this page,author_326,ysBOLu+xFO4P5/tL
d16eeaf8-4112-4e6f-87f6-eb704dbd6be9,2017-05-04 16:44:19.839,documentOpen,1,Web Scraper - AnswersCloud,How to crawl orphan pages using Coveo ?,author_349,zUygml6tMWjq//m/
b421c1c1-3650-4773-a572-d7bb8af3d64a,2017-05-04 16:54:59.404,documentOpen,1,ohclouden,Troubleshooting Search Implementation Issues With Usage Analytics,author_289,HLEz9QPp9hgiR/k0
b421c1c1-3650-4773-a572-d7bb8af3d64a,2017-05-04 16:55:04.363,documentOpen,3,ohclouden,Identifying Relevance Issues,author_289,aQS0auxCyxsdLaGf
4b40eefc-a193-466f-a192-727e6323e695,2017-05-04 17:12:47.257,documentOpen,1,Web Scraper - AnswersCloud,How do I configure SearchEnpoint to not work asynchronously?,author_530,QER40BEgVqsS26Jd
8f9868ed-94ad-492a-a879-eb57f7f8eab4,2017-05-04 17:16:32.014,documentOpen,3,Confluence - Developers,Localization,author_263,CX+7mC57+us73GZV
f273bffa-6197-4aae-9659-28e923f48b0f,2017-05-04 17:16:46.149,documentOpen,3,Confluence - Developers,Expression Basics,author_389,GYhbVV2KITsCFy4c
63236d2a-639d-4e24-8d5e-79a684f33b5f,2017-05-04 17:17:20.872,documentOpen,1,Confluence - Developers,Step 4 - Modifying the Query,author_244,ptbzESKOrhCm7XeG
d5b6c4a7-c11c-42a1-a6af-b4a594fe8420,2017-05-04 17:17:27.544,documentOpen,1,ohclouden,Coveo Cloud Query Syntax Reference,author_289,DabtxzQrW7TYwl5i
21dcd396-3bdc-4154-969d-0a4ce1c671e4,2017-05-04 17:18:30.642,documentOpen,1,ohces70en,Coveo Query Syntax Reference,author_289,vz2SNcQFRt2DvyGT
21dcd396-3bdc-4154-969d-0a4ce1c671e4,2017-05-04 17:18:31.856,documentOpen,2,ohclouden,Coveo Cloud Query Syntax Reference,author_289,DabtxzQrW7TYwl5i
21dcd396-3bdc-4154-969d-0a4ce1c671e4,2017-05-04 17:18:32.951,documentOpen,3,Confluence - Developers,Query Extension Language Basics,author_56,8X84IBkO9Jav7uLP
21dcd396-3bdc-4154-969d-0a4ce1c671e4,2017-05-04 17:18:33.976,documentOpen,4,Confluence - Developers,Query Parameters,author_395,7+w3Rf7NV0/vqijL
66a87f2c-bdf2-4923-a351-a7b0e15afdc3,2017-05-04 17:30:43.369,documentOpen,3,ohclouden,Managing Machine Learning Query Suggestions in a Query Pipeline,author_289,3Og6Rx4IV6q968PX
89db7af6-7bdb-4ac4-9852-645b90fb9b33,2017-05-04 17:32:21.62,documentOpen,4,Confluence - Developers,Enabling the Interface Editor in Your Salesforce Organization,author_389,9gEGGj0Uufcq6FHF
f9f04559-f2dd-4447-bce5-69f3c5fd6148,2017-05-04 17:33:31.186,documentOpen,1,Confluence - Developers,Identifying the Coveo JavaScript Search Version,author_244,5+gIP4FbBB6SpNT8
2151bb32-9fad-4e62-99fc-fa65de83dc32,2017-05-04 17:35:47.658,documentOpen,1,Confluence - Developers,SSL/TLS Support,author_389,bjYy/8EHZGK160MA
